Geography,MedianRent,MedianHouseholdIncome,TotalPopulation,InflationRates,Year,RentControl,MedianHouseholdIncomeIncreasingRate,MedianRentIncreasingRate
Marin County,2167,126373,259666,1.9,2018,4,0.109430418,0.034861509
Mendocino County,1100,51830,87606,1.9,2018,4,-0.022518105,-0.070945946
Merced County,1023,57745,274765,1.9,2018,4,0.209699382,0.019940179
Merced city,982,45974,83311,1.9,2018,4,0.133118083,-0.048449612
Monterey County,1511,70681,435594,1.9,2018,4,-0.008320004,0.029993183
Salinas city,1418,60965,156275,1.9,2018,4,0.009855889,0.021613833
Napa County,1655,87025,139417,1.9,2018,4,0.005348767,-0.068655037
Napa city,1661,84200,79261,1.9,2018,4,0.022328529,-0.057855927
Nevada County,1256,66299,99696,1.9,2018,4,0.013978741,0.060810811
Orange County,1872,89759,3185968,1.9,2018,4,0.041082385,0.048152296
Anaheim city,1643,76154,352018,1.9,2018,4,0.081809788,0.041191381
Buena Park city,1694,83953,82435,1.9,2018,4,0.288828505,0.081046586
Costa Mesa city,1857,80502,113610,1.9,2018,4,0.020252459,0.032814238
Fullerton city,1673,74712,139629,1.9,2018,4,-0.034541578,0.039776259
Garden Grove city,1611,73212,172652,1.9,2018,4,0.095299363,0.12973352
Huntington Beach city,1936,94991,200658,1.9,2018,4,0.090346648,0.061985738
Irvine city,2399,101667,282584,1.9,2018,4,-0.024168546,0.060565871
Lake Forest city,2113,106892,85619,1.9,2018,4,0.06985077,0.100520833
Mission Viejo city,2285,121457,95196,1.9,2018,4,0.181637756,0.039108686
Newport Beach city,2255,124978,85315,1.9,2018,4,-0.01672646,0.072277699
Orange city,1790,87143,139502,1.9,2018,4,-0.043351776,0.059798697
Santa Ana city,1550,65313,332727,1.9,2018,4,-0.005209047,0.036096257
Tustin city,1839,80142,79787,1.9,2018,4,-0.014061635,-0.023366968
Westminster city,1643,62618,90931,1.9,2018,4,0.080776002,0.026233604
Yorba Linda city,1836,125819,67804,1.9,2018,4,-0.053650942,-0.192967033
Placer County,1587,88592,393149,1.9,2018,4,0.097413537,0.047524752
Roseville city,1590,87581,139110,1.9,2018,4,0.088963768,0.00505689
Riverside County,1374,66964,2450758,1.9,2018,4,0.047228825,0.046458492
Corona city,1654,91304,168826,1.9,2018,4,0.095494631,0.074025974
Hemet city,1138,39305,85291,1.9,2018,4,-0.012461998,0.059590317
Indio city,1026,45272,91235,1.9,2018,4,-0.000132515,0.019880716
Menifee city,1562,74684,92602,1.9,2018,4,0.13166149,0.078729282
Moreno Valley city,1571,67949,209051,1.9,2018,4,0.09246278,0.088704089
Murrieta city,1722,88717,114982,1.9,2018,4,0.078639254,-0.00173913
Perris city,1348,66545,79139,1.9,2018,4,0.067452679,-0.01317716
Riverside city,1404,67850,330080,1.9,2018,4,0.013775998,0.038461538
Temecula city,1870,96402,114749,1.9,2018,4,0.081067139,0.001070664
Sacramento County,1300,69767,1540975,1.9,2018,4,0.106622254,0.062959935
Arden-Arcade CDP,1144,49787,107894,1.9,2018,4,0.019974596,0.073170732
Citrus Heights city,1289,65910,87916,1.9,2018,4,0.121414231,0.064409579
Elk Grove city,1707,91820,172891,1.9,2018,4,0.027023399,0.011255924
Folsom city,1741,110469,79015,1.9,2018,4,-0.052516468,0.044391122
Sacramento city,1310,65046,508517,1.9,2018,4,0.142300195,0.0781893
San Bernardino County,1275,63857,2171603,1.9,2018,4,0.056885137,0.039119804
Apple Valley town,1013,56659,73508,1.9,2018,4,0.012653929,-0.037986705
Chino city,1460,82175,91589,1.9,2018,4,0.135076524,-0.102091021
Chino Hills city,2252,103552,83438,1.9,2018,4,0.037980013,0.16987013
Fontana city,1293,74238,213736,1.9,2018,4,0.106922928,0.01891253
Hesperia city,1127,55869,95267,1.9,2018,4,0.00813815,-0.02
Ontario city,1495,66976,181119,1.9,2018,4,0.114668974,0.031746032
Rancho Cucamonga city,1778,91983,177742,1.9,2018,4,0.021647378,0.002820079
Redlands city,1432,71412,71595,1.9,2018,4,0.097751065,0.184449959
Rialto city,1255,62162,103446,1.9,2018,4,0.089319197,0.022819886
San Bernardino city,1068,49791,215929,1.9,2018,4,0.070543969,0.028901734
Upland city,1424,72788,77002,1.9,2018,4,0.02866026,0.030390738
Victorville city,1273,50828,122305,1.9,2018,4,-0.00331392,0.105994787
San Diego County,1668,79079,3343364,1.9,2018,4,0.037686827,0.043804756
Carlsbad city,1985,103866,115897,1.9,2018,4,0.021840505,-0.006506507
Chula Vista city,1677,86082,271653,1.9,2018,4,0.113998421,0.045511222
El Cajon city,1412,52691,103229,1.9,2018,4,0.047284942,0.146103896
Escondido city,1456,61070,152232,1.9,2018,4,-0.018325028,0.012517385
Oceanside city,1815,74387,176090,1.9,2018,4,0.038794006,0.034188034
San Diego city,1698,79646,1425999,1.9,2018,3,0.038924108,0.03410475
San Marcos city,1693,74092,96834,1.9,2018,4,-0.028581917,0.111621799
Vista city,1668,76889,101227,1.9,2018,4,0.128563041,0.039252336
San Francisco County,1880,112376,883305,1.9,2018,4,0.01407739,0.023965142
San Francisco city,1880,112376,883305,1.9,2018,1,0.01407739,0.023965142
San Joaquin County,1243,64119,752660,1.9,2018,4,0.048312733,0.082752613
Manteca city,1475,68379,81593,1.9,2018,4,-0.041290449,0.109022556
Stockton city,1132,54297,311189,1.9,2018,4,0.057678822,0.068932956
Tracy city,1722,98630,91803,1.9,2018,4,0.096668742,-0.002317497
San Luis Obispo County,1430,71148,284010,1.9,2018,4,-0.010183639,0.019244476
San Mateo County,2389,124425,769545,1.9,2018,4,0.066624947,0.057547587
Daly City city,2234,85370,107016,1.9,2018,4,-0.060712085,0.038104089
Redwood City city,2395,121152,86186,1.9,2018,4,0.035788178,0.029222174
San Mateo city,2705,131150,105016,1.9,2018,4,0.21370005,0.090725806
Santa Barbara County,1653,77472,446527,1.9,2018,4,0.08952831,0.041587902
Santa Barbara city,1799,78381,91330,1.9,2018,4,-0.017042889,0.027412907
Santa Maria city,1509,66976,107424,1.9,2018,4,0.110344828,0.133734035
Santa Clara County,2305,126606,1937570,1.9,2018,4,0.063603142,0.034096007
Milpitas city,2377,132754,80424,1.9,2018,4,0.037270284,-0.018579686
Mountain View city,2509,150405,83377,1.9,2018,1,0.113162861,0.066298343
San Jose city,2161,113036,1030119,1.9,2018,1,0.079875806,0.024656235
Santa Clara city,2481,127245,129489,1.9,2018,4,0.102881907,0.079634465
Sunnyvale city,2580,150450,153175,1.9,2018,4,0.120803969,0.079497908
Santa Cruz County,1685,86941,274255,1.9,2018,4,0.090784769,0.00297619
Shasta County,1084,56280,180040,1.9,2018,4,0.073247011,0.101626016
Redding city,1091,56704,91777,1.9,2018,4,0.126868045,0.050048123
Solano County,1633,84395,446610,1.9,2018,4,0.094149067,0.054228535
Fairfield city,1631,81652,116885,1.9,2018,4,0.00518275,0.012414649
Vacaville city,1751,90673,100147,1.9,2018,4,0.127423065,0.104035309
Vallejo city,1544,77543,121915,1.9,2018,4,0.183989129,0.0997151
Sonoma County,1655,81395,499942,1.9,2018,4,0.012262309,0.029869322
Santa Rosa city,1657,74774,177587,1.9,2018,4,-0.00772334,0.075974026
Stanislaus County,1158,60321,549815,1.9,2018,4,0.013559835,0.019366197
Modesto city,1188,59312,215032,1.9,2018,4,0.049899988,0.034843206
Turlock city,1108,61016,73490,1.9,2018,4,0.01972057,-0.011596789
Sutter County,951,59121,96807,1.9,2018,4,0.073716901,-0.059347181
Tulare County,905,48817,465861,1.9,2018,4,0.055137682,-0.006586169
Visalia city,1087,63737,133783,1.9,2018,4,-0.011553612,0.12409514
Ventura County,1747,84566,850967,1.9,2018,4,0.020625898,0.006336406
Camarillo city,2005,88991,69112,1.9,2018,4,-0.121597078,0.021916412
Oxnard city,1672,75836,209886,1.9,2018,4,0.099168044,0.092810458
San Buenaventura (Ventura) city,1595,76235,111120,1.9,2018,4,0.057350902,0.009493671
Simi Valley city,1920,92260,125844,1.9,2018,4,0.022838137,-0.012345679
Thousand Oaks city,2239,104929,127720,1.9,2018,3,0.045755347,0.115595416
Yolo County,1320,68670,220408,1.9,2018,4,0.044744329,0.072298944
Davis city,1630,66739,69288,1.9,2018,4,-0.083255495,0.075907591
Yuba County,925,46574,78041,1.9,2018,4,-0.262135615,-0.097560976
Walnut Creek city,2202,110539,69814,1.9,2018,4,0.103403873,0.043601896
Florence-Graham CDP,1144,39038,63621,1.9,2018,4,-0.107294763,0.022341376
Rancho Cordova city,1213,63732,74590,1.9,2018,4,-0.005554862,0.010833333
Palo Alto city,2423,162319,66655,1.9,2018,4,0.055376393,-0.093527871
Yuba City city,958,58057,66988,1.9,2018,4,0.127386061,-0.055226824
Jurupa Valley city,1312,71663,108400,1.9,2018,4,-0.004625257,0.105307498
South San Francisco city,2165,102365,67736,1.9,2018,4,0.083697689,0.096757852
South Whittier CDP,1589,87822,65577,1.9,2018,4,NA,NA
San Clemente city,1946,104213,64850,1.9,2018,4,0.024276854,0.063387978
Carmichael CDP,1177,61334,65328,1.9,2018,4,-0.1181562,0.002555366
Laguna Niguel city,2373,107976,66265,1.9,2018,4,0.054597308,0.05
Castro Valley CDP,2003,116325,63226,1.9,2018,4,0.071853087,0.109080842
Madera city,1023,44854,65711,1.9,2018,4,0.064303341,0.04069176
Lake Elsinore city,1511,69159,68187,1.9,2018,4,0.017223628,0.114306785
Lodi city,1291,59824,66995,1.9,2018,4,0.15263381,0.202048417
Santa Cruz city,1992,85758,64729,1.9,2018,4,0.200386327,0.119101124
Rocklin city,1812,94352,67231,1.9,2018,4,NA,NA
Tehama County,NA,NA,NA,1.9,2018,4,NA,NA
Tulare city,NA,NA,NA,1.9,2018,4,NA,NA
California,1614,80440,39512223,2.3,2019,4,0.068586687,0.061842105
Alameda County,1982,108322,1671329,2.3,2019,4,0.060680539,0.057066667
Berkeley city,1837,95360,121353,2.3,2019,1,0.172045918,0.065545244
Fremont city,2569,144118,241117,2.3,2019,4,0.054126011,0.078958421
Hayward city,1958,96886,159202,2.3,2019,2,0.209049842,0.036527263
Livermore city,2417,138225,90188,2.3,2019,4,0.021241226,0.093665158
Oakland city,1600,82018,433044,2.3,2019,1,0.072565353,0.068090788
Pleasanton city,2534,156063,81794,2.3,2019,4,-0.034191895,0.086620926
San Leandro city,1878,95072,88822,2.3,2019,4,0.163358704,0.049748463
Union City city,2290,128108,74099,2.3,2019,3,0.034965261,-0.004347826
Butte County,1087,62563,219186,2.3,2019,4,0.21124061,0.019699812
Chico city,1128,59876,103315,2.3,2019,4,0.164472277,-0.007042254
Contra Costa County,1948,107135,1153526,2.3,2019,4,0.054291563,0.06622879
Antioch city,1789,72412,111506,2.3,2019,4,0.013237064,-0.015410017
Concord city,1982,102477,129320,2.3,2019,4,0.123836157,0.168632075
Pittsburg city,1833,82960,72569,2.3,2019,4,0.019728351,0.018899389
Richmond city,1679,72130,110575,2.3,2019,1,-0.00193718,0.068066158
San Ramon city,2387,189185,75984,2.3,2019,4,0.07507359,0.011440678
El Dorado County,1308,87059,192843,2.3,2019,4,0.052174228,-0.028231798
Fresno County,1034,57518,999101,2.3,2019,4,0.092895552,0.03815261
Clovis city,1224,89398,114582,2.3,2019,4,0.201069433,0.043478261
Fresno city,1058,53161,531581,2.3,2019,4,0.067211371,0.038272816
Humboldt County,1006,51662,135558,2.3,2019,4,0.027200064,0.031794872
Imperial County,810,48472,181215,2.3,2019,4,-0.010452393,0.04516129
Kern County,949,53067,900202,2.3,2019,4,0.02884895,-0.025667351
Bakersfield city,1105,62402,384159,2.3,2019,4,0.039998667,0.025046382
Kings County,969,58453,152940,2.3,2019,4,-0.052057149,-0.105263158
Lake County,992,47138,64386,2.3,2019,4,-0.029163406,-0.1543052
Los Angeles County,1577,72797,10039107,2.3,2019,4,0.069081991,0.066260987
Alameda city,2042,109545,77630,2.3,2019,1,-0.045359477,0.069669984
Alhambra city,1608,74132,83732,2.3,2019,4,0.29077866,0.057894737
Baldwin Park city,1510,66997,75240,2.3,2019,4,0.042689949,0.022342586
Bellflower city,1466,67658,76445,2.3,2019,4,0.092050682,0.080324245
Burbank city,1728,73613,102508,2.3,2019,4,-0.00270955,0.026737968
Carson city,1602,84502,91407,2.3,2019,4,-0.014852639,-0.047562426
Compton city,1315,62200,95601,2.3,2019,4,0.223061192,0.107834878
Downey city,1670,74590,111127,2.3,2019,4,0.003538418,0.128378378
East Los Angeles CDP,1210,53194,119890,2.3,2019,4,0.157952022,0.055846422
El Monte city,1385,50829,115477,2.3,2019,4,0.064927718,0.081186573
Glendale city,1723,68392,199301,2.3,2019,3,-0.009041382,0.023767083
Hawthorne city,1404,60361,86062,2.3,2019,4,-0.033883927,0.090909091
Inglewood city,1472,61780,108170,2.3,2019,1,0.135807916,0.049928673
Lakewood city,2123,97508,79302,2.3,2019,4,0.034128752,0.158842795
Lancaster city,1317,56672,157604,2.3,2019,4,-0.007269606,0.090231788
Long Beach city,1460,67804,462645,2.3,2019,4,0.100535627,0.085501859
Los Angeles city,1554,67418,3979537,2.3,2019,1,0.079136921,0.054274084
Lynwood city,1310,53966,69902,2.3,2019,4,-0.065653243,0.11965812
Norwalk city,1797,80513,103946,2.3,2019,4,0.164222916,0.253138075
Palmdale city,1411,71774,155065,2.3,2019,4,0.089234225,0.068130204
Pasadena city,1842,92053,141040,2.3,2019,4,0.187030136,0.084167157
Pomona city,1449,67202,151696,2.3,2019,4,0.178610263,0.112903226
Redondo Beach city,2153,109019,66757,2.3,2019,4,-0.104125236,0.041606193
Santa Clarita city,2044,97904,212975,2.3,2019,4,-0.027862179,0.075789474
Santa Monica city,1918,92490,90401,2.3,2019,1,-0.037945453,0.068523677
South Gate city,1193,53736,93433,2.3,2019,4,-0.025250327,0.014455782
Torrance city,1876,100107,143589,2.3,2019,4,0.037464246,0.074455899
West Covina city,1747,82135,105114,2.3,2019,4,-0.004110386,0.037410926
Whittier city,1527,76333,85087,2.3,2019,4,-0.066845149,0.171910975
Madera County,1028,64827,157327,2.3,2019,4,0.151354231,0.085533263
Marin County,2096,110843,258826,2.3,2019,4,-0.122890174,-0.03276419
Mendocino County,1120,51744,86749,2.3,2019,4,-0.001659271,0.018181818
Merced County,1097,61167,277680,2.3,2019,4,0.059260542,0.072336266
Merced city,1111,50309,83668,2.3,2019,4,0.094292426,0.131364562
Monterey County,1658,77514,434061,2.3,2019,4,0.096673788,0.097286565
Salinas city,1578,69117,155473,2.3,2019,4,0.133716067,0.112834979
Napa County,1835,92769,137744,2.3,2019,4,0.066004022,0.108761329
Napa city,1877,88310,78130,2.3,2019,4,0.048812352,0.130042143
Nevada County,1407,68818,99755,2.3,2019,4,0.03799454,0.12022293
Orange County,1929,95934,3175692,2.3,2019,4,0.06879533,0.030448718
Anaheim city,1733,76075,350351,2.3,2019,4,-0.001037372,0.054777845
Buena Park city,1676,87378,81783,2.3,2019,4,0.040796636,-0.010625738
Costa Mesa city,1946,91857,113011,2.3,2019,4,0.141052396,0.047926764
Fullerton city,1795,93983,138638,2.3,2019,4,0.257937145,0.072922893
Garden Grove city,1795,72240,171670,2.3,2019,4,-0.013276512,0.114214773
Huntington Beach city,1949,102423,199228,2.3,2019,4,0.078238991,0.006714876
Irvine city,2480,111574,287387,2.3,2019,4,0.097445582,0.033764068
Lake Forest city,2165,118888,85529,2.3,2019,4,0.112225424,0.02460956
Mission Viejo city,2293,119798,94375,2.3,2019,4,-0.013659155,0.003501094
Newport Beach city,2306,128294,84522,2.3,2019,4,0.02653267,0.022616408
Orange city,1815,95827,138661,2.3,2019,4,0.099652296,0.01396648
Santa Ana city,1632,70084,332332,2.3,2019,4,0.073048245,0.052903226
Tustin city,2047,93304,79346,2.3,2019,4,0.164233486,0.113104948
Westminster city,1689,56378,90642,2.3,2019,4,-0.099651857,0.027997565
Yorba Linda city,2306,122962,67645,2.3,2019,4,-0.022707222,0.255991285
Placer County,1640,97723,398329,2.3,2019,4,0.103067997,0.033396345
Roseville city,1766,101101,141492,2.3,2019,4,0.154371382,0.110691824
Riverside County,1497,73260,2470546,2.3,2019,4,0.094020668,0.089519651
Corona city,1726,86790,169854,2.3,2019,4,-0.049439236,0.043530834
Hemet city,1000,39653,85341,2.3,2019,4,0.008853835,-0.121265378
Indio city,1246,74774,91756,2.3,2019,4,0.651661071,0.214424951
Menifee city,1848,77033,94738,2.3,2019,4,0.03145252,0.183098592
Moreno Valley city,1636,65449,213064,2.3,2019,4,-0.0367923,0.04137492
Murrieta city,1900,100080,116223,2.3,2019,4,0.128081427,0.103368177
Perris city,1300,70714,79294,2.3,2019,4,0.062649335,-0.035608309
Riverside city,1504,71967,331369,2.3,2019,4,0.060677966,0.071225071
Temecula city,1893,95918,114751,2.3,2019,4,-0.005020643,0.012299465
Sacramento County,1363,72017,1552058,2.3,2019,4,0.032250204,0.048461538
Arden-Arcade CDP,1181,54974,108227,2.3,2019,4,0.104183823,0.032342657
Citrus Heights city,1403,61898,87792,2.3,2019,4,-0.060870885,0.088440652
Elk Grove city,1625,94971,174791,2.3,2019,4,0.034317142,-0.048037493
Folsom city,1826,119824,81324,2.3,2019,4,0.084684391,0.048822516
Sacramento city,1370,69134,513620,2.3,2019,1,0.062847831,0.045801527
San Bernardino County,1342,67903,2180085,2.3,2019,4,0.063360321,0.05254902
Apple Valley town,985,51314,73464,2.3,2019,4,-0.094336293,-0.027640671
Chino city,1563,87090,94352,2.3,2019,4,0.059811378,0.070547945
Chino Hills city,2152,103473,83843,2.3,2019,4,-0.000762902,-0.044404973
Fontana city,1501,80800,214557,2.3,2019,4,0.08839139,0.160866203
Hesperia city,1312,50271,95753,2.3,2019,4,-0.100198679,0.164152618
Ontario city,1577,75266,184999,2.3,2019,4,0.123775681,0.054849498
Rancho Cucamonga city,1777,92773,177614,2.3,2019,4,0.008588544,-0.00056243
Redlands city,1473,72410,71516,2.3,2019,4,0.013975242,0.028631285
Rialto city,1252,70188,103540,2.3,2019,4,0.12911425,-0.002390438
San Bernardino city,1103,49721,215780,2.3,2019,4,-0.001405877,0.032771536
Upland city,1600,82426,77123,2.3,2019,4,0.132411936,0.123595506
Victorville city,1231,60391,122399,2.3,2019,4,0.18814433,-0.03299293
San Diego County,1758,83985,3338330,2.3,2019,4,0.062039227,0.053956835
Carlsbad city,2052,123409,115386,2.3,2019,4,0.188155893,0.033753149
Chula Vista city,1715,87876,274485,2.3,2019,4,0.020840594,0.022659511
El Cajon city,1464,63236,102699,2.3,2019,4,0.200129054,0.036827195
Escondido city,1531,58157,151619,2.3,2019,4,-0.047699361,0.051510989
Oceanside city,1815,77226,175762,2.3,2019,4,0.038165271,0
San Diego city,1806,85507,1423852,2.3,2019,3,0.073588127,0.06360424
San Marcos city,1779,80814,96673,2.3,2019,4,0.090725045,0.050797401
Vista city,1731,78656,101639,2.3,2019,4,0.022981181,0.037769784
San Francisco County,1959,123859,881549,2.3,2019,4,0.10218374,0.042021277
San Francisco city,1959,123859,881549,2.3,2019,1,0.10218374,0.042021277
San Joaquin County,1260,68997,762148,2.3,2019,4,0.076077294,0.013676589
Manteca city,1649,82265,83037,2.3,2019,4,0.203074043,0.117966102
Stockton city,1184,59504,312682,2.3,2019,4,0.095898484,0.045936396
Tracy city,1851,97292,94751,2.3,2019,4,-0.013565852,0.074912892
San Luis Obispo County,1654,77265,283111,2.3,2019,4,0.085975713,0.156643357
San Mateo County,2497,138500,766573,2.3,2019,4,0.113120354,0.0452072
Daly City city,2371,101834,106294,2.3,2019,4,0.192854633,0.061324978
Redwood City city,2760,138913,85926,2.3,2019,4,0.146600964,0.152400835
San Mateo city,2638,149312,104438,2.3,2019,4,0.138482653,-0.024768946
Santa Barbara County,1660,75653,446499,2.3,2019,4,-0.023479451,0.004234725
Santa Barbara city,1800,73974,91357,2.3,2019,4,-0.056225361,0.000555864
Santa Maria city,1371,69393,107273,2.3,2019,4,0.036087554,-0.091451292
Santa Clara County,2392,133076,1927852,2.3,2019,4,0.051103423,0.037744035
Milpitas city,2614,140124,84184,2.3,2019,4,0.055516218,0.099705511
Mountain View city,2525,147915,82726,2.3,2019,1,-0.016555301,0.006377043
San Jose city,2223,115893,1021786,2.3,2019,1,0.025275134,0.028690421
Santa Clara city,2535,147507,130371,2.3,2019,4,0.159236119,0.021765417
Sunnyvale city,2682,151475,152710,2.3,2019,4,0.006812895,0.039534884
Santa Cruz County,1785,89269,273213,2.3,2019,4,0.02677678,0.059347181
Shasta County,1116,63091,180080,2.3,2019,4,0.1210199,0.029520295
Redding city,1135,63165,92598,2.3,2019,4,0.113942579,0.040329973
Solano County,1723,86652,447643,2.3,2019,4,0.02674329,0.055113288
Fairfield city,1808,89693,117136,2.3,2019,4,0.09847891,0.108522379
Vacaville city,1775,91302,100669,2.3,2019,4,0.006937015,0.013706453
Vallejo city,1680,71265,121692,2.3,2019,4,-0.080961531,0.088082902
Sonoma County,1757,87828,494336,2.3,2019,4,0.079034339,0.06163142
Santa Rosa city,1728,78574,176761,2.3,2019,4,0.050819804,0.042848521
Stanislaus County,1231,63037,550660,2.3,2019,4,0.045025779,0.063039724
Modesto city,1295,62067,215196,2.3,2019,4,0.046449285,0.09006734
Turlock city,1210,58263,73629,2.3,2019,4,-0.045119313,0.092057762
Sutter County,1151,62777,96971,2.3,2019,4,0.061839279,0.210304942
Tulare County,1014,57692,466195,2.3,2019,4,0.181801422,0.120441989
Visalia city,1147,59911,134608,2.3,2019,4,-0.060027927,0.055197792
Ventura County,1859,92236,846006,2.3,2019,4,0.090698389,0.064109903
Camarillo city,2054,90290,69887,2.3,2019,4,0.014596982,0.024438903
Oxnard city,1539,78981,208875,2.3,2019,4,0.041471069,-0.079545455
San Buenaventura (Ventura) city,1687,84110,109108,2.3,2019,4,0.10329901,0.057680251
Simi Valley city,2217,100927,125594,2.3,2019,4,0.093941036,0.1546875
Thousand Oaks city,2184,113562,126815,2.3,2019,3,0.082274681,-0.024564538
Yolo County,1489,71417,220500,2.3,2019,4,0.040002912,0.128030303
Davis city,1720,60619,69420,2.3,2019,4,-0.091700505,0.055214724
Yuba County,1012,58765,78668,2.3,2019,4,0.261755486,0.094054054
Walnut Creek city,2179,120238,70161,2.3,2019,4,0.087742788,-0.01044505
Florence-Graham CDP,1253,52152,70149,2.3,2019,4,0.335929095,0.09527972
Rancho Cordova city,1378,71655,75086,2.3,2019,4,0.124317454,0.136026381
Palo Alto city,2703,160360,65365,2.3,2019,4,-0.012068827,0.115559224
Yuba City city,1193,61773,67009,2.3,2019,4,0.064006063,0.245302714
Jurupa Valley city,1391,76090,109525,2.3,2019,4,0.061775254,0.060213415
South San Francisco city,2417,120573,67781,2.3,2019,4,0.177873297,0.116397229
South Whittier CDP,NA,NA,NA,2.3,2019,4,NA,NA
San Clemente city,2040,127650,64562,2.3,2019,4,0.224895167,0.048304214
Carmichael CDP,1245,68377,66800,2.3,2019,4,0.114830274,0.057774002
Laguna Niguel city,2287,120405,66384,2.3,2019,4,0.115108913,-0.036241045
Castro Valley CDP,NA,NA,NA,2.3,2019,4,NA,NA
Madera city,1038,50364,65859,2.3,2019,4,0.122843002,0.014662757
Lake Elsinore city,1594,77090,69283,2.3,2019,4,0.114677772,0.05493051
Lodi city,1192,67484,67581,2.3,2019,4,0.128042257,-0.076684741
Santa Cruz city,1979,90855,64605,2.3,2019,4,0.059434688,-0.006526104
Rocklin city,1787,98514,68815,2.3,2019,4,0.044111413,-0.013796909
Tehama County,950,53475,65084,2.3,2019,4,NA,NA
Tulare city,1091,60081,65508,2.3,2019,4,NA,NA
